MLRA,Ecological site ID,Ecological site legacy ID,Synonym,Legacy,Date
115X,F115XC011MO,F115XC011MO,F115CY011MO,Yes,5/24/2022
115X,F115XC012MO,F115XC012MO,F115CY012MO,No,5/24/2022
115X,F115XC012MO,F115XC012MO,F115CY012MO,Yes,5/24/2022
115X,F115XC013IL,F115XC013IL,F115CY013IL,No,5/24/2022
115X,F115XC013IL,F115XC013IL,F115CY013IL,Yes,5/24/2022
115X,F115XC013MO,F115XC013MO,F115CY013MO,No,5/24/2022
115X,F115XC013MO,F115XC013MO,F115CY013MO,Yes,5/24/2022
115X,F115XC019IL,F115XC019IL,F115CY019IL,No,5/24/2022
115X,F115XC019IL,F115XC019IL,F115CY019IL,Yes,5/24/2022
115X,F115XC020IL,F115XC020IL,F115CY020IL,No,5/24/2022
115X,F115XC020IL,F115XC020IL,F115CY020IL,Yes,5/24/2022
115X,F115XC021IL,F115XC021IL,F115CY021IL,No,5/24/2022
115X,F115XC021IL,F115XC021IL,F115CY021IL,Yes,5/24/2022
115X,R115XA101IL,R115XA101IL,R115AY101IL,No,5/24/2022
115X,R115XA101IL,R115XA101IL,R115AY101IL,Yes,5/24/2022
115X,R115XA102IL,R115XA102IL,R115AY102IL,No,5/24/2022
115X,R115XA102IL,R115XA102IL,R115AY102IL,Yes,5/24/2022
115X,R115XA103IL,R115XA103IL,R115AY103IL,No,5/24/2022
115X,R115XA103IL,R115XA103IL,R115AY103IL,Yes,5/24/2022
115X,R115XA104IL,R115XA104IL,R115AY104IL,No,5/24/2022
115X,R115XA104IL,R115XA104IL,R115AY104IL,Yes,5/24/2022
115X,R115XA105IL,R115XA105IL,R115AY105IL,No,5/24/2022
115X,R115XA105IL,R115XA105IL,R115AY105IL,Yes,5/24/2022
115X,R115XA106IL,R115XA106IL,R115AY106IL,No,5/24/2022
115X,R115XA106IL,R115XA106IL,R115AY106IL,Yes,5/24/2022
115X,R115XB009MO,R115XB009MO,R115BY009MO,No,5/24/2022
115X,R115XB009MO,R115XB009MO,R115BY009MO,Yes,5/24/2022
115X,R115XB018MO,R115XB018MO,R115BY018MO,No,5/24/2022
115X,R115XB018MO,R115XB018MO,R115BY018MO,Yes,5/24/2022
115X,R115XB019MO,R115XB019MO,R115BY019MO,No,5/24/2022
115X,R115XB019MO,R115XB019MO,R115BY019MO,Yes,5/24/2022
115X,R115XB037MO,R115XB037MO,R115BY037MO,No,5/24/2022
115X,R115XB037MO,R115XB037MO,R115BY037MO,Yes,5/24/2022
115X,R115XB038MO,R115XB038MO,R115BY038MO,No,5/24/2022
115X,R115XB038MO,R115XB038MO,R115BY038MO,Yes,5/24/2022
115X,R115XB042MO,R115XB042MO,R115BY042MO,No,5/24/2022
115X,R115XB042MO,R115XB042MO,R115BY042MO,Yes,5/24/2022
115X,R115XB047MO,R115XB047MO,R115BY047MO,No,5/24/2022
115X,R115XB047MO,R115XB047MO,R115BY047MO,Yes,5/24/2022
115X,R115XB052MO,R115XB052MO,R115BY052MO,No,5/24/2022
115X,R115XB052MO,R115XB052MO,R115BY052MO,Yes,5/24/2022
115X,R115XB060MO,R115XB060MO,R115BY060MO,No,5/24/2022
115X,R115XB060MO,R115XB060MO,R115BY060MO,Yes,5/24/2022
115X,R115XC001MO,R115XC001MO,R115CY001MO,No,5/24/2022
115X,R115XC001MO,R115XC001MO,R115CY001MO,Yes,5/24/2022
115X,R115XC002IL,R115XC002IL,R115CY002IL,No,5/24/2022
115X,R115XC002IL,R115XC002IL,R115CY002IL,Yes,5/24/2022
115X,R115XC003IL,R115XC003IL,R115CY003IL,No,5/24/2022
115X,R115XC003IL,R115XC003IL,R115CY003IL,Yes,5/24/2022
115X,R115XC004IL,R115XC004IL,R115CY004IL,No,5/24/2022
115X,R115XC004IL,R115XC004IL,R115CY004IL,Yes,5/24/2022
115X,R115XC004MO,R115XC004MO,R115CY004MO,No,5/24/2022
115X,R115XC004MO,R115XC004MO,R115CY004MO,Yes,5/24/2022
115X,R115XC005MO,R115XC005MO,R115CY005MO,Yes,5/24/2022
115X,R115XC005MO,R115XC005MO,R115CY005MO,No,5/24/2022
115X,R115XC006MO,R115XC006MO,R115CY006MO,No,5/24/2022
115X,R115XC006MO,R115XC006MO,R115CY006MO,Yes,5/24/2022
115X,R115XC011IL,R115XC011IL,R115CY011IL,No,5/24/2022
115X,R115XC011IL,R115XC011IL,R115CY011IL,Yes,5/24/2022
115X,R115XC012IL,R115XC012IL,R115CY012IL,No,5/24/2022
115X,R115XC012IL,R115XC012IL,R115CY012IL,Yes,5/24/2022
115X,R115XC014IL,R115XC014IL,R115CY014IL,No,5/24/2022
115X,R115XC014IL,R115XC014IL,R115CY014IL,Yes,5/24/2022
115X,R115XC015IL,R115XC015IL,R115CY015IL,No,5/24/2022
115X,R115XC015IL,R115XC015IL,R115CY015IL,Yes,5/24/2022
115X,R115XC016IL,R115XC016IL,R115CY016IL,No,5/24/2022
115X,R115XC016IL,R115XC016IL,R115CY016IL,Yes,5/24/2022
115X,R115XC017IL,R115XC017IL,R115CY017IL,No,5/24/2022
115X,R115XC017IL,R115XC017IL,R115CY017IL,Yes,5/24/2022
115X,R115XC018IL,R115XC018IL,R115CY018IL,No,5/24/2022
115X,R115XC018IL,R115XC018IL,R115CY018IL,Yes,5/24/2022
117X,NX117X01Y030,F117XY030AR,F117XY007AR,Yes,9/24/2018
117X,NX117X01Y030,F117XY030AR,F117XY007AR,No,9/24/2018
117X,NX117X01Y030,F117XY030AR,FX117X030,No,9/24/2018
117X,NX117X01Y030,F117XY030AR,NX117X030,No,9/24/2018
117X,NX117X01Y030,F117XY030AR,NX117XY030,No,2/1/2022
117X,NX117X01Y031,F117XY031AR,F117XY016AR,Yes,9/24/2018
117X,NX117X01Y031,F117XY031AR,F117XY016AR,No,9/24/2018
117X,NX117X01Y031,F117XY031AR,NX117XY031,No,2/3/2022
117X,NX117X01Y032,F117XY032AR,F117XY009AR,Yes,9/24/2018
117X,NX117X01Y032,F117XY032AR,F117XY009AR,No,9/24/2018
117X,NX117X01Y032,F117XY032AR,NX117XY032,No,2/1/2022
117X,NX117X01Y033,F117XY033AR,F117XY033AR,No,8/22/2019
117X,NX117X01Y033,F117XY033AR,NX117XY033,No,2/1/2022
117X,NX117X01Y034,R117XY034AR,R117XY004AR,Yes,9/24/2018
117X,NX117X01Y034,R117XY034AR,R117XY004AR,No,9/24/2018
117X,NX117X01Y034,R117XY034AR,NX117XY034,No,2/1/2022
118A,NX118A01Y001,F118AY001AR,F118AY001AR,No,8/23/2018
118A,NX118A01Y001,F118AY001AR,NX118AY001,No,1/31/2022
118A,NX118A01Y002,R118AY002AR,R118AY002AR,No,8/30/2018
118A,NX118A01Y002,R118AY002AR,NX118AY002,No,1/31/2022
118A,NX118A01Y003,F118AY003AR,F118AY003AR,No,9/18/2018
118A,NX118A01Y003,F118AY003AR,NX118AY004,No,9/20/2018
118A,NX118A01Y003,F118AY003AR,NX118AY003,No,1/31/2022
118A,NX118A01Y004,R118AY004AR,R118AY004AR,No,9/20/2018
118A,NX118A01Y004,R118AY004AR,NX118AY004,No,1/31/2022
118A,NX118A01Y005,F118AY005AR,F118AY005AR,No,9/20/2018
118A,NX118A01Y005,F118AY005AR,NX118AY005,No,1/31/2022
118A,NX118A01Y006,R118AY006OK,R118AY006OK,No,9/20/2018
118A,NX118A01Y006,R118AY006OK,NX118AY006,No,2/2/2022
118A,NX118A01Y006,R118AY006OK,NX118A01Y006,No,2/2/2022
118A,NX118A01Y006,R118AY006OK,R118AY006OK,No,2/3/2022
118A,NX118A01Y007,F118AY007AR,F118AY007AR,No,9/20/2018
118A,NX118A01Y007,F118AY007AR,NX118AY007,No,1/31/2022
118A,NX118A01Y007,F118AY007AR,F118AY007AR,No,1/31/2022
118A,NX118A01Y008,F118AY008AR,F118AY008AR,No,9/20/2018
118A,NX118A01Y008,F118AY008AR,NX118AY008,No,1/31/2022
118A,NX118AY009,F118AY009OK,F118AY009OK,No,9/20/2018
118A,NX118AY010,F118AY010AR,F118AY010AR,No,9/20/2018
118A,NX118AY011,F118AY011AR,F118AY011AR,No,9/20/2018
118A,R118AY005AR,R118AY005AR,R118XY005AR,No,6/3/2021
118A,R118AY005AR,R118AY005AR,R118XY005AR,Yes,6/3/2021
118A,R118AY006AR,R118AY006AR,R118XY006AR,No,6/3/2021
118A,R118AY006AR,R118AY006AR,R118XY006AR,Yes,6/3/2021
118A,R118AY007AR,R118AY007AR,R118XY007AR,No,6/3/2021
118A,R118AY007AR,R118AY007AR,R118XY007AR,Yes,6/3/2021
118A,R118AY008AR,R118AY008AR,R118XY008AR,No,6/3/2021
118A,R118AY008AR,R118AY008AR,R118XY008AR,Yes,6/3/2021
118A,R118AY013AR,R118AY013AR,R118XY013AR,No,6/3/2021
118A,R118AY013AR,R118AY013AR,R118XY013AR,Yes,6/3/2021
118A,R118AY050OK,R118AY050OK,R118XY050OK,No,6/3/2021
118A,R118AY050OK,R118AY050OK,R118XY050OK,Yes,6/3/2021
118A,R118AY063OK,R118AY063OK,R118XY062OK,No,6/3/2021
118A,R118AY063OK,R118AY063OK,R118XY062OK,Yes,6/3/2021
118A,R118AY076OK,R118AY076OK,R118XY075OK,No,6/3/2021
118A,R118AY076OK,R118AY076OK,R118XY075OK,Yes,6/3/2021
118A,R118AY876OK,R118AY876OK,R118XY875OK,No,6/3/2021
118A,R118AY876OK,R118AY876OK,R118XY875OK,Yes,6/3/2021
118B,NX118B01Y001,R118BY001OK,F118BY001OK,Yes,8/13/2018
118B,NX118B01Y001,R118BY001OK,F118BY001OK,No,8/13/2018
118B,NX118B01Y001,R118BY001OK,118BY001OK,Yes,8/30/2018
118B,NX118B01Y001,R118BY001OK,F118BY001OK,No,9/7/2021
118B,NX118B01Y001,R118BY001OK,NX118BY001,No,9/7/2021
118B,NX118B01Y001,R118BY001OK,F118BY001OK,Yes,10/13/2021
118B,NX118B01Y002,R118BY002OK,R118BY002OK,No,8/22/2018
118B,NX118B01Y002,R118BY002OK,NX118BY002,No,9/7/2021
118B,NX118B01Y003,R118BY003OK,F118BY003OK,No,7/26/2018
118B,NX118B01Y003,R118BY003OK,NX118BY001,No,7/26/2018
118B,NX118B01Y003,R118BY003OK,NX118BY003,No,9/7/2021
118B,NX118B01Y003,R118BY003OK,F118BY003OK,Yes,10/13/2021
118B,NX118B01Y004,R118BY004OK,R118BY004OK,No,8/15/2018
118B,NX118B01Y004,R118BY004OK,NX118B004,No,8/15/2018
118B,NX118B01Y004,R118BY004OK,NX118BY004,No,9/7/2021
118B,NX118B01Y006,R118BY006OK,F118BY006OK,No,8/21/2018
118B,NX118B01Y006,R118BY006OK,NX118BY006,No,9/7/2021
118B,NX118B01Y006,R118BY006OK,F118BY006OK,Yes,10/13/2021
118B,NX118B01Y007,R118BY007OK,R118BY007OK,No,8/15/2018
118B,NX118B01Y007,R118BY007OK,NX118BY007,No,9/7/2021
118B,NX118B01Y008,R118BY068OK,R118BY068OK,No,9/7/2021
118B,NX118B050,F118BY005OK,F118BY005OK,No,9/17/2018
119X,NX119X01Y003,F119XY003AR,F119XY003AR,No,2/1/2022
119X,NX119X01Y006,F119XY006AR,F119XY006AR,No,2/1/2022
119X,NX119X01Y007,F119XY007AR,F119XY007AR,No,2/1/2022
119X,NX119X01Y008,F119XY008AR,F119XY008AR,No,2/1/2022
119X,NX119X01Y012,F119XY012AR,F119XY012AR,No,2/1/2022
119X,NX119X01Y018,F119XY018AR,F119XY018AR,No,2/1/2022
119X,NX119X01Y019,F119XY019AR,F119XY019AR,No,2/1/2022
119X,NX119X01Y025,F119XY025AR,F119XY025AR,No,2/25/2022
124X,F124XY001OH,F124XY001OH,F124XY001WV,No,2/25/2020
124X,F124XY001OH,F124XY001OH,F124XY001WV,Yes,2/25/2020
124X,F124XY002OH,F124XY002OH,F124XX002WV,No,2/25/2020
124X,F124XY002OH,F124XY002OH,F124XX002WV,Yes,2/25/2020
124X,F124XY002OH,F124XY002OH,F124XX002OH,Yes,6/30/2020
124X,F124XY002OH,F124XY002OH,F124XX002OH,No,6/30/2020
124X,F124XY003OH,F124XY003OH,F124XY003WV,No,2/25/2020
124X,F124XY003OH,F124XY003OH,F124XY003WV,Yes,2/25/2020
124X,F124XY004OH,F124XY004OH,F124XY004WV,No,2/25/2020
124X,F124XY004OH,F124XY004OH,F124XY004WV,Yes,2/25/2020
124X,F124XY005OH,F124XY005OH,F124XY005WV,No,2/25/2020
124X,F124XY005OH,F124XY005OH,F124XY005WV,Yes,2/25/2020
124X,F124XY006OH,F124XY006OH,F124XY006WV,No,2/25/2020
124X,F124XY006OH,F124XY006OH,F124XY006WV,Yes,2/25/2020
124X,F124XY007OH,F124XY007OH,F124XY007WV,No,2/25/2020
124X,F124XY007OH,F124XY007OH,F124XY007WV,Yes,2/25/2020
124X,F124XY008OH,F124XY008OH,F124XY008WV,No,2/25/2020
124X,F124XY008OH,F124XY008OH,F124XY008WV,Yes,2/25/2020
124X,F124XY009OH,F124XY009OH,F124XY009WV,No,2/25/2020
124X,F124XY009OH,F124XY009OH,F124XY009WV,Yes,2/25/2020
124X,F124XY010OH,F124XY010OH,F124XY010WV,No,2/25/2020
124X,F124XY010OH,F124XY010OH,F124XY010WV,Yes,2/25/2020
124X,F124XY100OH,F124XY100OH,F124XY100WV,No,2/25/2020
124X,F124XY100OH,F124XY100OH,F124XY100WV,Yes,2/25/2020
124X,F124XY101OH,F124XY101OH,F124XY101WV,No,2/25/2020
124X,F124XY101OH,F124XY101OH,F124XY101WV,Yes,2/25/2020
133C,F133CX510AL,F133CX510AL,F133AM510AL,No,10/12/2022
133C,F133CX510AL,F133CX510AL,F133AM510AL,Yes,10/12/2022
135B,PX135B01Y001,F135BY001AR,F135BY001AR,No,1/31/2022
135B,PX135B01Y002,F135BY002AR,F135BY002AR,No,1/31/2022
135B,PX135B01Y004,F135BY004AR,F135BY004AR,No,1/31/2022
135B,PX135B01Y005,R135BY005AR,F135BY005AR,No,1/31/2022
135B,PX135B01Y005,R135BY005AR,F135BY005AR,Yes,1/31/2022
135B,PX135B01Y011,F135BY011AR,F135BY011AR,No,1/31/2022
135B,PX135B01Y012,F135BY012AR,F135BY012AR,No,1/31/2022
135B,PX135B01Y013,F135BY013AR,F135BY013AR,No,1/31/2022
135B,PX135B01Y014,F135BY014AR,F135BY014AR,No,1/31/2022
135B,PX135B01Y015,F135BY015AR,F135BY015AR,No,1/31/2022
135B,R135BY011AR,R135BY011AR,R135XY011AR,No,4/16/2020
135B,R135BY011AR,R135BY011AR,R135XY011AR,Yes,4/16/2020
135B,R135BY011AR,R135BY011AR,R135BY011AR,No,4/16/2020
135B,R135BY011AR,R135BY011AR,R135BY011AR,Yes,4/16/2020
135B,R135BY011AR,R135BY011AR,R135XY011AR,No,4/16/2020
135B,R135BY011AR,R135BY011AR,R135XY011AR,Yes,4/16/2020
135B,R135BY011AR,R135BY011AR,R135BY011AR,No,4/16/2020
135B,R135BY011AR,R135BY011AR,R135BY011AR,Yes,4/16/2020
135B,R135BY011AR,R135BY011AR,R135XY011AR,No,4/16/2020
135B,R135BY011AR,R135BY011AR,R135XY011AR,Yes,4/16/2020
136X,F136XY100VA,F136XY100VA,F136XY005GA,No,4/21/2022
136X,F136XY100VA,F136XY100VA,F136XY005GA,Yes,4/21/2022
136X,F136XY100VA,F136XY100VA,F136XY141VA,No,4/21/2022
136X,F136XY100VA,F136XY100VA,F136XY141VA,Yes,4/21/2022
136X,F136XY100VA,F136XY100VA,F136XY101VA,No,4/28/2022
136X,F136XY100VA,F136XY100VA,F136XY101VA,Yes,4/28/2022
136X,F136XY110VA,F136XY110VA,F136XY010GA,No,4/21/2022
136X,F136XY110VA,F136XY110VA,F136XY010GA,Yes,4/21/2022
136X,F136XY110VA,F136XY110VA,F136XY111VA,No,4/28/2022
136X,F136XY110VA,F136XY110VA,F136XY111VA,Yes,4/28/2022
136X,F136XY120VA,F136XY120VA,F136XY004GA,No,4/21/2022
136X,F136XY120VA,F136XY120VA,F136XY004GA,Yes,4/21/2022
136X,F136XY120VA,F136XY120VA,F136XY121VA,No,4/28/2022
136X,F136XY120VA,F136XY120VA,F136XY121VA,Yes,4/28/2022
136X,F136XY130NC,F136XY130NC,F136XY016GA,No,4/21/2022
136X,F136XY130NC,F136XY130NC,F136XY016GA,Yes,4/21/2022
136X,F136XY130NC,F136XY130NC,F136XY131NC,No,4/28/2022
136X,F136XY130NC,F136XY130NC,F136XY131NC,Yes,4/28/2022
136X,F136XY140VA,F136XY140VA,F136XY141VA,No,4/28/2022
136X,F136XY140VA,F136XY140VA,F136XY141VA,Yes,4/28/2022
136X,F136XY150VA,F136XY150VA,F136XY151VA,No,4/28/2022
136X,F136XY150VA,F136XY150VA,F136XY151VA,Yes,4/28/2022
136X,F136XY160VA,F136XY160VA,F136XY018GA,Yes,4/21/2022
136X,F136XY160VA,F136XY160VA,F136XY018GA,No,4/21/2022
136X,F136XY160VA,F136XY160VA,F136XY161VA,No,4/28/2022
136X,F136XY160VA,F136XY160VA,F136XY161VA,Yes,4/28/2022
136X,F136XY200VA,F136XY200VA,F136XY013GA,No,4/21/2022
136X,F136XY200VA,F136XY200VA,F136XY013GA,Yes,4/21/2022
136X,F136XY200VA,F136XY200VA,F136XY201VA,No,4/28/2022
136X,F136XY200VA,F136XY200VA,F136XY201VA,Yes,4/28/2022
136X,F136XY210VA,F136XY210VA,F136XY021GA,No,4/21/2022
136X,F136XY210VA,F136XY210VA,F136XY021GA,Yes,4/21/2022
136X,F136XY210VA,F136XY210VA,F136XY211VA,No,4/28/2022
136X,F136XY210VA,F136XY210VA,F136XY211VA,Yes,4/28/2022
136X,F136XY220VA,F136XY220VA,F136XY017GA,Yes,4/21/2022
136X,F136XY220VA,F136XY220VA,F136XY017GA,No,4/21/2022
136X,F136XY220VA,F136XY220VA,F136XY221VA,No,4/28/2022
136X,F136XY220VA,F136XY220VA,F136XY221VA,Yes,4/28/2022
136X,F136XY230VA,F136XY230VA,F136XY231VA,No,4/28/2022
136X,F136XY230VA,F136XY230VA,F136XY231VA,Yes,4/28/2022
136X,F136XY300VA,F136XY300VA,F136XY301VA,No,4/28/2022
136X,F136XY300VA,F136XY300VA,F136XY301VA,Yes,4/28/2022
136X,F136XY310VA,F136XY310VA,F136XY002GA,No,4/21/2022
136X,F136XY310VA,F136XY310VA,F136XY002GA,Yes,4/21/2022
136X,F136XY310VA,F136XY310VA,F136XY311VA,No,4/28/2022
136X,F136XY310VA,F136XY310VA,F136XY311VA,Yes,4/28/2022
136X,F136XY320VA,F136XY320VA,F136XY001GA,Yes,4/21/2022
136X,F136XY320VA,F136XY320VA,F136XY001GA,No,4/21/2022
136X,F136XY320VA,F136XY320VA,F136XY321VA,No,4/28/2022
136X,F136XY320VA,F136XY320VA,F136XY321VA,Yes,4/28/2022
136X,F136XY320VA,F136XY320VA,F136XY330VA,No,5/5/2022
136X,F136XY320VA,F136XY320VA,F136XY330VA,Yes,5/5/2022
136X,F136XY330VA,F136XY330VA,F136XY331VA,No,4/28/2022
136X,F136XY330VA,F136XY330VA,F136XY331VA,Yes,4/28/2022
136X,F136XY330VA,F136XY330VA,F136XY340VA,No,5/5/2022
136X,F136XY330VA,F136XY330VA,F136XY340VA,Yes,5/5/2022
136X,F136XY340VA,F136XY340VA,F136XY020GA,No,4/21/2022
136X,F136XY340VA,F136XY340VA,F136XY020GA,Yes,4/21/2022
136X,F136XY340VA,F136XY340VA,F136XY341VA,Yes,4/28/2022
136X,F136XY340VA,F136XY340VA,F136XY341VA,No,4/28/2022
136X,F136XY340VA,F136XY340VA,F136XY350VA,No,5/5/2022
136X,F136XY340VA,F136XY340VA,F136XY350VA,Yes,5/5/2022
136X,F136XY370VA,F136XY370VA,F136XY011GA,No,4/21/2022
136X,F136XY370VA,F136XY370VA,F136XY011GA,Yes,4/21/2022
136X,F136XY370VA,F136XY370VA,F136XY351VA,No,4/28/2022
136X,F136XY370VA,F136XY370VA,F136XY351VA,Yes,4/28/2022
136X,F136XY370VA,F136XY370VA,F136XY370VA,No,5/4/2022
136X,F136XY370VA,F136XY370VA,F136XY370VA,Yes,5/4/2022
136X,F136XY370VA,F136XY370VA,F136XY380VA,No,5/5/2022
136X,F136XY370VA,F136XY370VA,F136XY380VA,Yes,5/5/2022
136X,F136XY380VA,F136XY380VA,F136XY015GA,No,4/21/2022
136X,F136XY380VA,F136XY380VA,F136XY015GA,Yes,4/21/2022
136X,F136XY380VA,F136XY380VA,F136XY361VA,No,4/28/2022
136X,F136XY380VA,F136XY380VA,F136XY361VA,Yes,4/28/2022
136X,F136XY380VA,F136XY380VA,F136XY390VA,No,5/5/2022
136X,F136XY380VA,F136XY380VA,F136XY390VA,Yes,5/5/2022
136X,F136XY400NC,F136XY400NC,F136XY007GA,No,4/21/2022
136X,F136XY400NC,F136XY400NC,F136XY007GA,Yes,4/21/2022
136X,F136XY400NC,F136XY400NC,F136XY410NC,No,5/4/2022
136X,F136XY400NC,F136XY400NC,F136XY410NC,Yes,5/4/2022
136X,F136XY400NC,F136XY400NC,F136XY401NC,No,5/4/2022
136X,F136XY400NC,F136XY400NC,F136XY401NC,Yes,5/4/2022
136X,F136XY410NC,F136XY410NC,R136XX999GA,Yes,4/21/2022
136X,F136XY410NC,F136XY410NC,R136XX999GA,No,4/21/2022
136X,F136XY410NC,F136XY410NC,F136XY400NC,No,5/4/2022
136X,F136XY410NC,F136XY410NC,F136XY400NC,Yes,5/4/2022
136X,F136XY420NC,F136XY420NC,F136XY008GA,No,4/21/2022
136X,F136XY420NC,F136XY420NC,F136XY008GA,Yes,4/21/2022
136X,F136XY430NC,F136XY430NC,F136XY006GA,No,4/21/2022
136X,F136XY430NC,F136XY430NC,F136XY006GA,Yes,4/21/2022
136X,F136XY600NC,F136XY600NC,F136XY036GA,No,4/21/2022
136X,F136XY600NC,F136XY600NC,F136XY036GA,Yes,4/21/2022
136X,F136XY600NC,F136XY600NC,F136XY100NC,No,4/28/2022
136X,F136XY600NC,F136XY600NC,F136XY100NC,Yes,4/28/2022
136X,F136XY600NC,F136XY600NC,F136XY500NC,No,5/4/2022
136X,F136XY600NC,F136XY600NC,F136XY500NC,Yes,5/4/2022
136X,F136XY610GA,F136XY610GA,F136XY031GA,No,4/21/2022
136X,F136XY610GA,F136XY610GA,F136XY031GA,Yes,4/21/2022
136X,F136XY610GA,F136XY610GA,F136XY110GA,No,4/28/2022
136X,F136XY610GA,F136XY610GA,F136XY110GA,Yes,4/28/2022
136X,F136XY610GA,F136XY610GA,F136XY510GA,No,5/4/2022
136X,F136XY610GA,F136XY610GA,F136XY510GA,Yes,5/4/2022
136X,F136XY620GA,F136XY620GA,F136XY120GA,No,4/28/2022
136X,F136XY620GA,F136XY620GA,F136XY120GA,Yes,4/28/2022
136X,F136XY620GA,F136XY620GA,F136XY520GA,No,5/4/2022
136X,F136XY620GA,F136XY620GA,F136XY520GA,Yes,5/4/2022
136X,F136XY630GA,F136XY630GA,F136XY039GA,No,4/21/2022
136X,F136XY630GA,F136XY630GA,F136XY039GA,Yes,4/21/2022
136X,F136XY630GA,F136XY630GA,F136XY130GA,No,4/28/2022
136X,F136XY630GA,F136XY630GA,F136XY130GA,Yes,4/28/2022
136X,F136XY630GA,F136XY630GA,F136XY530GA,No,5/4/2022
136X,F136XY630GA,F136XY630GA,F136XY530GA,Yes,5/4/2022
136X,F136XY640VA,F136XY640VA,F136XY035GA,No,4/21/2022
136X,F136XY640VA,F136XY640VA,F136XY035GA,Yes,4/21/2022
136X,F136XY640VA,F136XY640VA,F136XY140VA,No,4/28/2022
136X,F136XY640VA,F136XY640VA,F136XY140VA,Yes,4/28/2022
136X,F136XY640VA,F136XY640VA,F136XY540VA,No,5/4/2022
136X,F136XY640VA,F136XY640VA,F136XY540VA,Yes,5/4/2022
136X,F136XY650NC,F136XY650NC,F136XY150NC,No,4/28/2022
136X,F136XY650NC,F136XY650NC,F136XY150NC,Yes,4/28/2022
136X,F136XY650NC,F136XY650NC,F136XY550NC,No,5/4/2022
136X,F136XY650NC,F136XY650NC,F136XY550NC,Yes,5/4/2022
136X,F136XY660NC,F136XY660NC,F136XY041GA,No,4/21/2022
136X,F136XY660NC,F136XY660NC,F136XY041GA,Yes,4/21/2022
136X,F136XY660NC,F136XY660NC,F136XY160NC,No,4/28/2022
136X,F136XY660NC,F136XY660NC,F136XY160NC,Yes,4/28/2022
136X,F136XY660NC,F136XY660NC,F136XY560NC,No,5/4/2022
136X,F136XY660NC,F136XY660NC,F136XY560NC,Yes,5/4/2022
136X,F136XY700NC,F136XY700NC,F136XY200NC,No,4/28/2022
136X,F136XY700NC,F136XY700NC,F136XY200NC,Yes,4/28/2022
136X,F136XY700NC,F136XY700NC,F136XY600NC,Yes,5/4/2022
136X,F136XY700NC,F136XY700NC,F136XY600NC,No,5/4/2022
136X,F136XY710NC,F136XY710NC,F136XY043GA,No,4/21/2022
136X,F136XY710NC,F136XY710NC,F136XY043GA,Yes,4/21/2022
136X,F136XY710NC,F136XY710NC,F136XY210NC,No,4/28/2022
136X,F136XY710NC,F136XY710NC,F136XY210NC,Yes,4/28/2022
136X,F136XY710NC,F136XY710NC,F136XY610NC,No,5/4/2022
136X,F136XY710NC,F136XY710NC,F136XY610NC,Yes,5/4/2022
136X,F136XY720NC,F136XY720NC,F136XY040GA,No,4/21/2022
136X,F136XY720NC,F136XY720NC,F136XY040GA,Yes,4/21/2022
136X,F136XY720NC,F136XY720NC,F136XY220NC,No,4/28/2022
136X,F136XY720NC,F136XY720NC,F136XY220NC,Yes,4/28/2022
136X,F136XY720NC,F136XY720NC,F136XY620NC,No,5/4/2022
136X,F136XY720NC,F136XY720NC,F136XY620NC,Yes,5/4/2022
136X,F136XY730SC,F136XY730SC,F136XY230SC,No,4/28/2022
136X,F136XY730SC,F136XY730SC,F136XY230SC,Yes,4/28/2022
136X,F136XY730SC,F136XY730SC,F136XY630SC,No,5/4/2022
136X,F136XY730SC,F136XY730SC,F136XY630SC,Yes,5/4/2022
136X,F136XY800VA,F136XY800VA,F136XY300VA,No,4/28/2022
136X,F136XY800VA,F136XY800VA,F136XY300VA,Yes,4/28/2022
136X,F136XY800VA,F136XY800VA,F136XY700VA,No,5/4/2022
136X,F136XY800VA,F136XY800VA,F136XY700VA,Yes,5/4/2022
136X,F136XY810SC,F136XY810SC,F136XY023GA,No,4/21/2022
136X,F136XY810SC,F136XY810SC,F136XY023GA,Yes,4/21/2022
136X,F136XY810SC,F136XY810SC,F136XY310SC,No,4/28/2022
136X,F136XY810SC,F136XY810SC,F136XY310SC,Yes,4/28/2022
136X,F136XY810SC,F136XY810SC,F136XY710SC,No,5/4/2022
136X,F136XY810SC,F136XY810SC,F136XY710SC,Yes,5/4/2022
136X,F136XY815NC,F136XY815NC,F136XY315NC,No,4/28/2022
136X,F136XY815NC,F136XY815NC,F136XY315NC,Yes,4/28/2022
136X,F136XY815NC,F136XY815NC,F136XY720NC,No,5/4/2022
136X,F136XY815NC,F136XY815NC,F136XY720NC,Yes,5/4/2022
136X,F136XY815NC,F136XY815NC,F136XY820NC,No,5/5/2022
136X,F136XY815NC,F136XY815NC,F136XY820NC,Yes,5/5/2022
136X,F136XY820GA,F136XY820GA,F136XY022GA,No,4/21/2022
136X,F136XY820GA,F136XY820GA,F136XY022GA,Yes,4/21/2022
136X,F136XY820GA,F136XY820GA,F136XY320GA,No,4/28/2022
136X,F136XY820GA,F136XY820GA,F136XY320GA,Yes,4/28/2022
136X,F136XY820GA,F136XY820GA,F136XY730GA,No,5/4/2022
136X,F136XY820GA,F136XY820GA,F136XY730GA,Yes,5/4/2022
136X,F136XY820GA,F136XY820GA,F136XY830GA,No,5/5/2022
