"","PrimaryKey","horizontal_flux_total_LPI","horizontal_flux_total_UPI","horizontal_flux_total_MD","horizontal_flux_total_MN","horizontal_flux_total_STD","vertical_flux_LPI","vertical_flux_UPI","vertical_flux_MD","vertical_flux_MN","vertical_flux_STD","PM1_LPI","PM1_UPI","PM1_MD","PM1_MN","PM1_STD","PM2_5_LPI","PM2_5_UPI","PM2_5_MD","PM2_5_MN","PM2_5_STD","PM10_LPI","PM10_UPI","PM10_MD","PM10_MN","PM10_STD"
"4824","20123535070401O1",87.69734671,286.754206,159.7845965,171.8555418,62.65129926,0.001155706,0.022865373,0.00519272,0.00820733,0.008489961,0.000173096,0.00342477,0.000777748,0.001229292,0.001271703,0.000334843,0.006625354,0.001504536,0.002378119,0.002460399,0.00080988,0.016024046,0.003638947,0.0057517,0.005950291
"4825","20123535070401O2",11.69140264,48.86577288,25.25556376,26.45601207,11.38828712,4.55e-05,0.003448195,0.000425131,0.000882763,0.001316032,7.01e-06,0.000531612,6.55e-05,0.000136094,0.000202881,1.36e-05,0.00103104,0.000127118,0.000263955,0.00039351,3.19e-05,0.002415811,0.000297845,0.000618472,0.000922054
"4826","20123535100301R1",179.1415685,642.7714489,353.3542379,377.6778448,149.1900397,0.009902793,0.197320772,0.046426102,0.070796307,0.074655045,0.001760091,0.035076509,0.008252169,0.012584384,0.013273187,0.003069252,0.061189492,0.014392487,0.021950162,0.023164128,0.006964474,0.138803203,0.032653833,0.049797202,0.052528111
"4827","20123535100301R3",28.92298786,107.5200413,56.11854096,60.18151588,24.21757949,0.000103665,0.0083768,0.000960367,0.002084032,0.003192365,5.94e-08,5.08e-06,5.5e-07,1.24e-06,2e-06,1.33e-06,0.000108774,1.24e-05,2.7e-05,4.15e-05,3.51e-05,0.002833384,0.000324742,0.00070481,0.001079838
"4838","20123551040701O2",0.00542486,0.187652757,0.035145383,0.058822307,0.06346809,1.73e-10,1.24e-06,1.25e-08,2.3e-07,7e-07,9.64e-14,7.09e-10,7.01e-12,1.3e-10,3.95e-10,2.22e-12,1.59e-08,1.61e-10,2.96e-09,9e-09,5.84e-11,4.18e-07,4.23e-09,7.79e-08,2.37e-07
"4839","20123551040701O3",0.000316097,0.117807739,0.011335831,0.0289375,0.043063424,1.82e-12,1.39e-06,4.04e-09,2.37e-07,7.95e-07,2.8e-13,2.15e-07,6.23e-10,3.65e-08,1.23e-07,5.44e-13,4.16e-07,1.21e-09,7.07e-08,2.38e-07,1.27e-12,9.76e-07,2.83e-09,1.66e-07,5.57e-07
"4840","20123551041001O1",13.55509218,52.86836678,26.63927119,29.04262144,12.18067884,4e-05,0.002765852,0.000344982,0.000734309,0.001143504,2.28e-08,1.62e-06,2e-07,4.4e-07,7.28e-07,5.14e-07,3.57e-05,4.45e-06,9.5e-06,1.49e-05,1.35e-05,0.000935333,0.000116661,0.000248343,0.000386825
"4841","20123551041001O2",4.04416679,17.24796304,8.379122705,9.049454665,3.958130011,4.78e-06,0.000359086,4.12e-05,9.18e-05,0.000142262,2.71e-09,2.08e-07,2.39e-08,5.48e-08,8.97e-08,6.14e-08,4.63e-06,5.31e-07,1.19e-06,1.85e-06,1.61e-06,0.000121438,1.39e-05,3.1e-05,4.81e-05
"4842","20123551051101O1",1.338524934,6.022170063,2.651747181,2.971455346,1.416022272,6.07e-07,0.000145699,6.48e-06,2.64e-05,5.63e-05,9.36e-08,2.25e-05,1e-06,4.07e-06,8.68e-06,1.82e-07,4.36e-05,1.94e-06,7.9e-06,1.68e-05,4.25e-07,0.000102081,4.54e-06,1.85e-05,3.95e-05
"4843","20123551051101O2",1.240971643,9.465445308,3.123419196,3.873311852,2.503833234,4.5e-07,0.000223352,6.82e-06,4.34e-05,9.93e-05,2.54e-10,1.33e-07,3.88e-09,2.49e-08,5.7e-08,5.78e-09,2.89e-06,8.78e-08,5.59e-07,1.28e-06,1.52e-07,7.55e-05,2.31e-06,1.47e-05,3.36e-05
"4844","20123551091201R1",7.176192836,38.7988784,17.25507221,19.25447931,9.648866288,1.86e-05,0.002860559,0.00023839,0.000650878,0.001087936,1.05e-08,1.69e-06,1.35e-07,3.84e-07,6.62e-07,2.39e-07,3.7e-05,3.07e-06,8.41e-06,1.41e-05,6.3e-06,0.000967386,8.06e-05,0.000220114,0.00036796
"4845","20123551091201R3",2.986763988,17.81036657,7.127729661,8.176470477,4.34526321,2.2e-06,0.000644719,3.02e-05,0.000113392,0.000212819,1.24e-09,4.07e-07,1.72e-08,6.61e-08,1.25e-07,2.83e-08,8.39e-06,3.89e-07,1.46e-06,2.75e-06,7.45e-07,0.000218092,1.02e-05,3.83e-05,7.2e-05
"4846","20123553041601R1",1.512524941,13.72898068,4.260399891,5.335511568,3.756754176,8.18e-07,0.000512596,1.42e-05,0.000103059,0.000228393,4.63e-10,2.97e-07,8.04e-09,5.92e-08,1.32e-07,1.05e-08,6.61e-06,1.83e-07,1.33e-06,2.94e-06,2.77e-07,0.000173337,4.8e-06,3.48e-05,7.72e-05
"4847","20123553041601R3",1.635982759,14.71630309,4.799632364,5.891866026,3.977449336,8.64e-07,0.000486634,1.61e-05,9.66e-05,0.000204179,4.86e-10,2.84e-07,9.19e-09,5.57e-08,1.18e-07,1.11e-08,6.28e-06,2.07e-07,1.25e-06,2.63e-06,2.92e-07,0.000164562,5.44e-06,3.27e-05,6.9e-05
"4848","20123553081201R2",0.115774868,2.926607219,0.628085145,0.977676013,0.978785765,1.52e-08,6.81e-05,8.66e-07,1.2e-05,3.18e-05,8.5e-12,3.86e-08,4.85e-10,6.83e-09,1.81e-08,1.95e-10,8.76e-07,1.11e-08,1.54e-07,4.09e-07,5.14e-09,2.3e-05,2.93e-07,4.06e-06,1.07e-05
"6367","20143513201307B2",14.87063982,46.7610763,26.40698152,27.65562037,9.600599792,8.78e-07,5.4e-05,6.33e-06,1.4e-05,2.17e-05,1.86e-10,2.73e-08,1.68e-09,8.45e-09,2.6e-08,7.58e-10,8.62e-08,6.6e-09,2.6e-08,7.18e-08,8.91e-08,5.53e-06,6.45e-07,1.44e-06,2.27e-06
"6368","20143513201316B1",3.982032965,16.94595625,8.202947575,8.855371192,3.951758198,7.87e-06,0.001039028,8.21e-05,0.000231569,0.000402511,1.21e-06,0.000160184,1.27e-05,3.57e-05,6.21e-05,2.35e-06,0.00031068,2.45e-05,6.92e-05,0.000120355,5.51e-06,0.000727957,5.75e-05,0.000162238,0.000282004
"6369","20143513201316B2",15.83468158,54.83719312,29.59648851,32.1932925,12.59300318,4.81e-05,0.002354189,0.000363303,0.000693567,0.000991016,2.76e-08,1.43e-06,2.08e-07,4.19e-07,6.46e-07,6.19e-07,3.06e-05,4.68e-06,8.98e-06,1.29e-05,1.63e-05,0.000796296,0.000122848,0.000234573,0.000335275
"6370","20143513201407B1",1.674456003,10.36748767,4.040095892,4.692632093,2.576553901,2.58e-06,0.000816938,3.33e-05,0.000144576,0.00028149,4.59e-07,0.000145213,5.92e-06,2.57e-05,5e-05,8e-07,0.00025328,1.03e-05,4.48e-05,8.72e-05,1.82e-06,0.000574614,2.34e-05,0.000101679,0.000197972
"6371","20143513201407B2",4.541562409,16.66498318,8.683999529,9.254093709,3.677525666,3.7e-05,0.002252262,0.000285653,0.000609392,0.000905443,6.57e-06,0.000400321,5.08e-05,0.000108316,0.000160949,1.15e-05,0.00069813,8.85e-05,0.000188904,0.000280743,2.6e-05,0.001584044,0.000200889,0.000428604,0.000636889
"6372","20143513201504B1",1.324257275,4.70237565,2.385764848,2.636989679,1.062890978,1.21e-06,0.000109621,9.39e-06,2.25e-05,3.84e-05,1.87e-07,1.69e-05,1.45e-06,3.47e-06,5.93e-06,3.63e-07,3.28e-05,2.81e-06,6.74e-06,1.15e-05,8.51e-07,7.68e-05,6.58e-06,1.58e-05,2.69e-05
"6373","20143513201504B2",6.971255859,24.82988844,12.92286553,14.0651869,5.666300352,2.4e-05,0.000940626,0.000132369,0.000282771,0.000437091,3.71e-06,0.000145018,2.04e-05,4.36e-05,6.74e-05,7.19e-06,0.000281255,3.96e-05,8.46e-05,0.000130696,1.68e-05,0.000659003,9.27e-05,0.000198113,0.000306244
"6374","20143515200105B1",42.19557176,136.4233628,77.71007578,81.37361231,28.62013139,0.001096447,0.036268606,0.00699573,0.011594354,0.013552663,0.000115662,0.003825074,0.000737949,0.001223006,0.001429494,0.000246762,0.008161197,0.001574401,0.00260928,0.003049874,0.000592665,0.019609004,0.003781523,0.006267483,0.007326502
"6375","20143515200105B2",61.07434468,183.7465813,105.3343292,112.8656973,38.17615214,0.00144523,0.031364478,0.006434096,0.009922037,0.010821352,0.000152453,0.003308414,0.000678696,0.001046592,0.001141371,0.000325255,0.007058494,0.001447991,0.00223291,0.002435174,0.000781202,0.016954484,0.00347798,0.00536356,0.005850148
"6376","20143515200109B1",0.094749603,1.969685341,0.478938891,0.699852924,0.615147774,9.68e-08,0.000241209,5.96e-06,4.46e-05,9.89e-05,1.72e-08,4.29e-05,1.06e-06,7.92e-06,1.76e-05,3e-08,7.48e-05,1.85e-06,1.38e-05,3.07e-05,6.81e-08,0.000169643,4.19e-06,3.13e-05,6.95e-05
"6377","20143515200109B2",29.96128318,81.29674902,52.53291534,53.40713071,15.51481456,0.000376833,0.015718878,0.002361293,0.004173238,0.005129487,6.7e-05,0.002793932,0.000419688,0.000741782,0.000911812,0.000116794,0.004872527,0.000731852,0.001293728,0.001590498,0.00026502,0.011055448,0.001660656,0.002935228,0.003608131
"6380","20143515200917B1",0.003908162,0.211799748,0.038256088,0.064464105,0.071960529,5.86e-10,8.77e-06,1.22e-07,1.72e-06,5.14e-06,1.04e-10,1.56e-06,2.17e-08,3.06e-07,9.13e-07,1.82e-10,2.72e-06,3.78e-08,5.34e-07,1.59e-06,4.12e-10,6.17e-06,8.58e-08,1.21e-06,3.61e-06
"6381","20143515200917B2",0.073141742,1.793555663,0.429906534,0.614416044,0.523409174,7.33e-08,0.000170875,4.6e-06,3.36e-05,7.22e-05,1.3e-08,3.04e-05,8.17e-07,5.98e-06,1.28e-05,2.27e-08,5.3e-05,1.42e-06,1.04e-05,2.24e-05,5.15e-08,0.000120173,3.23e-06,2.37e-05,5.08e-05
"6392","20143527201906B1",84.09921493,251.7669581,147.2095309,154.9599156,51.7735262,0.000825126,0.025423144,0.005026907,0.008394193,0.009968313,1.93e-06,6.45e-05,1.19e-05,2.07e-05,2.66e-05,2.84e-05,0.000886261,0.00017331,0.00029132,0.000350159,0.000359682,0.011093982,0.002191491,0.00366157,0.004352803
"6393","20143527201906B2",257.5402855,788.5266547,454.5195968,484.9646991,170.2954226,0.004994255,0.092820495,0.022546041,0.033632348,0.033346067,1.18e-05,0.000228181,5.36e-05,8.41e-05,9.39e-05,0.000172139,0.003218364,0.000779518,0.001169738,0.001180945,0.002177205,0.040485291,0.009831417,0.014673366,0.014571267
"6396","20143535200701B1",101.2752933,311.7224779,182.0275787,191.1341797,67.88217992,0.003858761,0.067818,0.015279968,0.024251119,0.025602444,0.00068584,0.012054394,0.00271597,0.004310737,0.004551826,0.001195952,0.021023231,0.004736798,0.007518887,0.007943187,0.00271378,0.04769896,0.010747061,0.017057843,0.018013438
"6397","20143535200701B2",147.7779859,508.431873,293.0000884,307.5776824,115.4663746,0.007828585,0.113925575,0.027905347,0.042431391,0.040652729,0.001391436,0.020249963,0.004959973,0.007542477,0.007227882,0.002426426,0.035317019,0.008649917,0.013156065,0.012614402,0.005505761,0.080128809,0.019626312,0.029846104,0.028604229
"6398","20143535200716B1",27.34212515,83.61698718,49.13097267,51.79696611,17.82349522,8.91e-05,0.003938191,0.000646126,0.0011845,0.00159501,1.33e-05,0.000589852,9.68e-05,0.000177412,0.000238905,2.58e-05,0.001141064,0.000187203,0.000343205,0.000462184,6.24e-05,0.00275982,0.000452784,0.000830084,0.001117812
"6399","20143535200716B2",23.43913298,83.29082525,45.31462066,47.83967373,18.83331836,0.000157513,0.009119131,0.00115502,0.002485093,0.003739955,2.43e-05,0.001405869,0.000178074,0.000383123,0.000576554,4.71e-05,0.002726716,0.00034536,0.000743071,0.001118297,0.000110352,0.006388993,0.0008092,0.001741089,0.002620339
"6400","20143535201003B1",172.5038397,665.1588636,369.7717667,389.3569499,154.5759799,0.018900156,0.280849026,0.074454489,0.108877339,0.099383485,0.003359341,0.049919374,0.013233352,0.019353811,0.017670232,0.005858405,0.087058862,0.023076528,0.033759156,0.03083978,0.013292672,0.197528962,0.05236286,0.076584868,0.069930099
"6401","20143535201003B2",119.6792351,371.2254232,211.1027329,226.4948631,78.59702528,0.001409716,0.04182912,0.008505758,0.013776785,0.015806768,3.3e-06,0.000104366,2.01e-05,3.4e-05,4.26e-05,4.86e-05,0.001446241,0.000293355,0.000478263,0.000555998,0.000614517,0.018240021,0.00370822,0.00600965,0.006903053
"6402","20143535201009B1",4.737787584,29.26287905,12.15624205,13.71341142,7.253607429,5.35e-06,0.001344391,7.43e-05,0.000258785,0.000453795,1.25e-08,3.32e-06,1.74e-07,6.19e-07,1.1e-06,1.84e-07,4.67e-05,2.56e-06,8.94e-06,1.57e-05,2.33e-06,0.000586435,3.24e-05,0.000112836,0.000197888
"6403","20143535201009B2",8.501815879,43.45870318,20.39648482,22.06389037,10.52959384,6.54e-05,0.008428202,0.000725772,0.001927865,0.003079786,1.16e-05,0.001498054,0.000128994,0.000342663,0.000547427,2.03e-05,0.00261253,0.000224932,0.00059758,0.000954756,4.6e-05,0.005927711,0.000510412,0.001355894,0.002166166
"6404","20143535201101B1",14.70588957,43.23316507,26.07751808,27.23680752,9.193552824,0.000222959,0.008269753,0.001487832,0.00261748,0.003407358,3.96e-05,0.001469989,0.000264444,0.000465252,0.000605707,6.91e-05,0.002564013,0.000461142,0.000811432,0.001056636,0.000156802,0.005816841,0.001046374,0.001840998,0.002396878
"6405","20143535201101B3",1.464117945,5.024275342,2.69774967,2.87114034,1.067769246,8.95e-06,0.00069614,7.57e-05,0.000173302,0.000258346,1.59e-06,0.000123732,1.35e-05,3.08e-05,4.59e-05,2.77e-06,0.000215777,2.35e-05,5.37e-05,8.01e-05,6.3e-06,0.000489599,5.33e-05,0.000121888,0.000181714
"6419","20143551201515B1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6420","20143551201515B2",12.51049006,50.48590327,24.84232679,27.24377814,12.04943537,4.42e-05,0.004491247,0.000417471,0.001069446,0.001799407,2.5e-08,2.73e-06,2.4e-07,6.34e-07,1.11e-06,5.68e-07,5.83e-05,5.39e-06,1.38e-05,2.34e-05,1.49e-05,0.001519081,0.00014117,0.000361672,0.000608628
"6421","20143551201605B1",2.51692696,13.53829464,6.080860845,6.537896588,3.243260593,3.15e-06,0.000685283,3.7e-05,0.000115996,0.000212146,4.86e-07,0.000105653,5.7e-06,1.79e-05,3.27e-05,9.42e-07,0.000204905,1.11e-05,3.47e-05,6.34e-05,2.21e-06,0.000480105,2.59e-05,8.13e-05,0.000148631
"6422","20143551201605B2",11.01310727,51.91730157,24.23668465,26.81231788,12.77162608,2.89e-05,0.00372798,0.00031687,0.000872063,0.001479012,1.63e-08,2.35e-06,1.81e-07,5.15e-07,9.04e-07,3.71e-07,4.81e-05,4.08e-06,1.13e-05,1.92e-05,9.76e-06,0.001260717,0.000107146,0.00029491,0.000500232
"6423","20143553200511B1",0.40638002,3.781905677,1.241446077,1.524764494,1.033677828,1.07e-07,6.45e-05,2.05e-06,1.22e-05,2.69e-05,6.01e-11,3.88e-08,1.16e-09,7.02e-09,1.55e-08,1.38e-09,8.36e-07,2.64e-08,1.57e-07,3.46e-07,3.62e-08,2.18e-05,6.94e-07,4.12e-06,9.08e-06
"6424","20143553200511B2",0.762908961,7.296723472,2.314536193,2.868961413,1.975434654,2.46e-07,0.000155831,4.69e-06,2.95e-05,6.57e-05,1.38e-10,9.06e-08,2.65e-09,1.7e-08,3.78e-08,3.16e-09,2.01e-06,6.03e-08,3.8e-07,8.47e-07,8.31e-08,5.27e-05,1.59e-06,9.97e-06,2.22e-05
"6425","20143553200514B1",7.477244872,27.08300195,14.07589716,15.27859688,6.138273978,1.93e-05,0.000883577,0.000130996,0.000258931,0.000380881,1.1e-08,5.15e-07,7.48e-08,1.57e-07,2.48e-07,2.48e-07,1.14e-05,1.69e-06,3.35e-06,4.97e-06,6.53e-06,0.000298793,4.43e-05,8.76e-05,0.000128856
"6426","20143553200514B2",83.56971762,374.5827913,192.1871693,206.4935194,91.63372924,0.002042194,0.045206371,0.009750025,0.015264187,0.015804772,1.17e-06,2.8e-05,5.68e-06,9.56e-06,1.18e-05,2.63e-05,0.000591856,0.000126579,0.000198517,0.000209433,0.000690579,0.015295214,0.003297055,0.005163315,0.005349742
"6427","20143553202013B1",0.166504606,5.135561399,1.017343205,1.660802378,1.647317215,3.52e-08,0.000190074,2.71e-06,3.3e-05,8.38e-05,5.42e-09,2.93e-05,4.18e-07,5.09e-06,1.29e-05,1.05e-08,5.68e-05,8.11e-07,9.86e-06,2.5e-05,2.46e-08,0.000133165,1.9e-06,2.31e-05,5.87e-05
"6428","20143553202013B2",1.201491047,9.648537648,3.21250791,3.923511467,2.516638782,9.77e-07,0.00048931,1.71e-05,9.11e-05,0.000182817,1.51e-07,7.54e-05,2.63e-06,1.4e-05,2.82e-05,2.92e-07,0.000146309,5.11e-06,2.72e-05,5.47e-05,6.85e-07,0.000342817,1.2e-05,6.38e-05,0.000128082
"6429","20143553202014B1",0.106966479,4.957745661,0.941630904,1.559806498,1.647992695,7.91e-09,0.000104284,1.18e-06,1.81e-05,4.87e-05,1.19e-09,1.56e-05,1.77e-07,2.71e-06,7.29e-06,2.29e-09,3.02e-05,3.43e-07,5.25e-06,1.41e-05,5.55e-09,7.31e-05,8.29e-07,1.27e-05,3.41e-05
"6430","20143553202014B2",0.541606509,8.13041235,2.051338845,2.845317421,2.364434641,1.45e-07,0.000215645,4.55e-06,4.13e-05,9.73e-05,2.17e-08,3.23e-05,6.81e-07,6.19e-06,1.46e-05,4.2e-08,6.25e-05,1.32e-06,1.2e-05,2.82e-05,1.01e-07,0.00015112,3.18e-06,2.9e-05,6.82e-05
"7794","20153513201411B1",9.09764895,33.32328176,17.41234874,18.57475944,7.421950759,1.03e-05,0.001659908,0.000100691,0.000299559,0.000512312,1.55e-06,0.000248614,1.51e-05,4.49e-05,7.67e-05,2.99e-06,0.000480932,2.92e-05,8.68e-05,0.000148439,7.23e-06,0.001163217,7.06e-05,0.000209925,0.00035902
"7795","20153513201411B2",4.702158129,34.56417665,14.51583344,16.07481032,8.954273664,6.46e-06,0.001729408,0.000109771,0.000347311,0.000582989,9.68e-07,0.000259023,1.64e-05,5.2e-05,8.73e-05,1.87e-06,0.00050107,3.18e-05,0.000100629,0.000168918,4.53e-06,0.001211922,7.69e-05,0.000243388,0.000408551
"7796","20153515200103B1",1.597342731,11.13638459,3.987328642,4.877612303,2.959667718,5.24e-06,0.001989957,9.52e-05,0.000419742,0.000747646,9.32e-07,0.000353694,1.69e-05,7.46e-05,0.000132888,1.63e-06,0.000616794,2.95e-05,0.000130101,0.000231745,3.69e-06,0.001399533,6.69e-05,0.000295204,0.000525828
"7797","20153515200103B2",0.010368584,2.462039359,0.371794675,0.682729437,0.82097919,1.47e-09,0.000213319,2.62e-06,4.07e-05,0.00010591,2.61e-10,3.79e-05,4.65e-07,7.23e-06,1.88e-05,4.55e-10,6.61e-05,8.11e-07,1.26e-05,3.28e-05,1.03e-09,0.000150025,1.84e-06,2.86e-05,7.45e-05
"7800","20153515200901B1",1.165099386,15.90326321,5.219879336,6.304568972,4.472404819,3.78e-06,0.002797262,0.00012258,0.00056805,0.001028638,6.72e-07,0.000497184,2.18e-05,0.000100965,0.000182832,1.17e-06,0.000867023,3.8e-05,0.000176068,0.000318844,2.66e-06,0.001967312,8.62e-05,0.000399507,0.000723453
"7801","20153515200901B2",3.490015601,24.70171137,10.35311667,11.56969559,6.490519166,2.01e-05,0.004943934,0.000318486,0.001012965,0.001660312,3.57e-06,0.000878793,5.66e-05,0.000180045,0.000295112,6.22e-06,0.001532759,9.87e-05,0.000313982,0.000514672,1.41e-05,0.003477412,0.000223979,0.000712426,0.001167745
"7802","20153515200916B1",2.604771491,34.861551,11.93887527,14.22864002,9.805037306,1.12e-05,0.007184312,0.000374165,0.001456666,0.002526389,1.98e-06,0.001276964,6.65e-05,0.000258908,0.000449048,3.46e-06,0.002226975,0.000115959,0.000451503,0.000783121,7.84e-06,0.005052879,0.000263136,0.001024475,0.00177686
"7803","20153515200916B2",0.216728148,7.39398818,1.659162688,2.469668456,2.215178588,2.15e-07,0.000906924,2.33e-05,0.000176997,0.00037354,3.83e-08,0.000161194,4.15e-06,3.15e-05,6.64e-05,6.67e-08,0.000281088,7.23e-06,5.49e-05,0.000115778,1.51e-07,0.000637823,1.64e-05,0.000124479,0.000262708
"7811","20153527201916B1",0.374282791,13.60775137,2.922504773,4.40110743,4.212949228,8.73e-08,0.000511305,1.07e-05,9.41e-05,0.00021158,2.03e-10,1.21e-06,2.48e-08,2.22e-07,5.01e-07,3e-09,1.76e-05,3.67e-07,3.24e-06,7.3e-06,3.81e-08,0.000222905,4.65e-06,4.1e-05,9.22e-05
"7812","20153527201916B2",0.046603266,13.25771017,1.679786941,3.411113196,4.378871521,2.56e-09,0.000528956,4.26e-06,9.55e-05,0.000261099,1.42e-12,3.04e-07,2.38e-09,5.43e-08,1.49e-07,3.29e-11,6.81e-06,5.47e-08,1.23e-06,3.36e-06,8.67e-10,0.000178865,1.44e-06,3.23e-05,8.83e-05
"7818","20153535200515B1",4.9e-11,0.040251997,0.000303634,0.007830482,0.019953748,1.45e-25,9.92e-08,3.27e-12,3.98e-08,2.27e-07,3.34e-28,2.3e-10,7.53e-15,9.24e-11,5.28e-10,4.97e-27,3.41e-09,1.12e-13,1.37e-09,7.81e-09,6.31e-26,4.33e-08,1.42e-12,1.73e-08,9.89e-08
"7819","20153535200515B2",0.001718459,0.885924178,0.093558168,0.222128445,0.330144419,1.1e-11,9.87e-06,3.85e-08,1.94e-06,6.53e-06,2.53e-14,2.3e-08,8.89e-11,4.53e-09,1.53e-08,3.76e-13,3.4e-07,1.32e-09,6.68e-08,2.25e-07,4.77e-12,4.3e-06,1.68e-08,8.45e-07,2.85e-06
"7820","20153535200717B1",20.35436495,67.40811974,37.16470114,40.14584828,14.86749505,5.11e-05,0.003158939,0.000364493,0.000757763,0.001141292,2.91e-08,1.92e-06,2.11e-07,4.55e-07,7.2e-07,6.58e-07,4.18e-05,4.71e-06,9.81e-06,1.49e-05,1.73e-05,0.001069208,0.000123271,0.000256278,0.000386076
"7821","20153535200717B2",7.224332973,38.20336973,18.33478508,19.29586203,9.121054983,8.26e-06,0.001105247,9.61e-05,0.00024534,0.000391446,1.93e-08,2.63e-06,2.26e-07,5.91e-07,9.66e-07,2.84e-07,3.82e-05,3.31e-06,8.48e-06,1.36e-05,3.6e-06,0.000481888,4.19e-05,0.000106984,0.000170748
"7822","20153535201001B1",0.120341254,13.48025248,2.212994238,3.832595733,4.427802179,7.62e-09,0.000348958,3.8e-06,6.14e-05,0.000155014,1.76e-11,8.21e-07,8.84e-09,1.44e-07,3.65e-07,2.62e-10,1.2e-05,1.31e-07,2.12e-06,5.34e-06,3.32e-09,0.000152122,1.66e-06,2.68e-05,6.76e-05
"7823","20153535201001B2",1.186277773,16.14354414,4.055333882,5.600428448,4.510704641,3.58e-07,0.000448633,1.01e-05,8.36e-05,0.000186622,8.33e-10,1.07e-06,2.35e-08,1.97e-07,4.41e-07,1.23e-08,1.55e-05,3.46e-07,2.88e-06,6.44e-06,1.56e-07,0.000195622,4.38e-06,3.65e-05,8.14e-05
"7824","20153535201008B1",1.069619276,12.90540556,3.815173379,4.888785125,3.568425873,1.38e-06,0.001091693,3.72e-05,0.000218949,0.000453561,2.46e-07,0.000194034,6.62e-06,3.89e-05,8.06e-05,4.29e-07,0.000338356,1.15e-05,6.79e-05,0.000140579,9.73e-07,0.000767769,2.62e-05,0.000153983,0.000318985
"7825","20153535201008B2",2.07290805,23.51589636,7.59339238,9.380978352,6.54186846,6.54e-06,0.004098091,0.000180768,0.000784066,0.001450547,1.16e-06,0.000728401,3.21e-05,0.000139359,0.000257823,2.03e-06,0.001270272,5.6e-05,0.000243022,0.000449624,4.6e-06,0.002882232,0.000127127,0.00055143,0.001020189
"7826","20153535201115B1",7.297668184,30.17418335,15.59576243,16.32203004,6.580935677,2.58e-05,0.003266958,0.000233162,0.000648351,0.001060738,4.59e-06,0.00058075,4.14e-05,0.000115239,0.00018854,8e-06,0.001013106,7.23e-05,0.000200967,0.000328809,1.82e-05,0.002298123,0.000163978,0.000455993,0.000746044
"7827","20153535201115B2",14.40564306,51.64340287,29.15807081,30.19016173,11.24779598,0.000309558,0.016639626,0.00262279,0.004685013,0.006074838,5.5e-05,0.002957663,0.000466167,0.000832746,0.001079866,9.59e-05,0.005158389,0.000812904,0.001452348,0.001883695,0.000217702,0.011703456,0.001844567,0.003295163,0.004273163
"7840","20153551201506B1",11.11544134,37.80706472,20.76922113,21.94576855,8.0569087,1e-05,0.00080454,5.71e-05,0.000147444,0.000254821,2.35e-08,1.92e-06,1.35e-07,3.57e-07,6.26e-07,3.45e-07,2.77e-05,1.97e-06,5.1e-06,8.84e-06,4.37e-06,0.000350727,2.49e-05,6.43e-05,0.000111146
"7841","20153551201506B2",0.617120603,2.454195865,1.148679713,1.270931743,0.566719222,7.2e-08,1.74e-05,6.11e-07,3.43e-06,9.02e-06,1.69e-10,4.06e-08,1.46e-09,8.12e-09,2.12e-08,2.48e-09,5.99e-07,2.11e-08,1.18e-07,3.11e-07,3.14e-08,7.57e-06,2.66e-07,1.5e-06,3.93e-06
"7842","20153551201508B1",4.463980032,16.95975116,8.753498308,9.407794451,3.920400159,5.42e-06,0.000526609,4.46e-05,0.0001184,0.000197979,1.26e-08,1.26e-06,1.04e-07,2.85e-07,4.9e-07,1.87e-07,1.82e-05,1.53e-06,4.1e-06,6.87e-06,2.36e-06,0.000229663,1.94e-05,5.16e-05,8.64e-05
"7843","20153551201508B2",0.02804271,0.343890233,0.10115238,0.130819662,0.106081145,1.84e-09,2.26e-06,4.64e-08,4.56e-07,1.41e-06,1.03e-12,1.33e-09,2.6e-11,2.6e-10,7.97e-10,2.36e-11,2.92e-08,5.96e-10,5.87e-09,1.81e-08,6.22e-10,7.64e-07,1.57e-08,1.54e-07,4.76e-07
"7844","20153551201613B1",9.439389173,38.91241287,18.73107248,21.09152206,9.666461668,5.01e-05,0.002801046,0.000369604,0.000776611,0.00119359,2.86e-08,1.64e-06,2.13e-07,4.71e-07,7.99e-07,6.45e-07,3.66e-05,4.76e-06,1.01e-05,1.56e-05,1.7e-05,0.000947429,0.000124981,0.00026266,0.000403853
"7845","20153551201613B2",2.078256668,12.60830013,5.139766451,5.936451322,3.29512223,2.94e-06,0.000548755,4.09e-05,0.000121993,0.000230416,1.65e-09,3.24e-07,2.3e-08,7.18e-08,1.41e-07,3.78e-08,7.09e-06,5.26e-07,1.58e-06,2.99e-06,9.94e-07,0.000185579,1.38e-05,4.13e-05,7.79e-05
"7846","20153551201619B1",0.204846714,2.34680679,0.707862654,0.897310052,0.653423215,8.63e-08,7.35e-05,2.08e-06,1.29e-05,2.78e-05,4.85e-11,4.41e-08,1.17e-09,7.46e-09,1.61e-08,1.11e-09,9.52e-07,2.67e-08,1.67e-07,3.59e-07,2.92e-08,2.49e-05,7.02e-07,4.38e-06,9.41e-06
